Product Name,Category Name,Variant Name,Price,SKU,Barcode,Department,Stock Name,Stock Variant Name,Starting Quantity,Starting Value,Alert Level
WHITE BEGONYA 0102,DRESSESS,BLUE 40,385000,,,Main Department,WHITE BEGONYA 0102,BLUE 40,1,192500,1
POP LINE VIP 3348,DRESSESS,BLUE46,300000,,,Main Department,POP LINE VIP 3348,BLUE46,1,150000,1
POP LINE VIP 3348,DRESSESS,BLUE44,300000,,,Main Department,POP LINE VIP 3348,BLUE44,1,150000,1
POP LINE VIP 3348,DRESSESS,BLUE48,300000,,,Main Department,POP LINE VIP 3348,BLUE48,1,150000,1
PERLA 5201,DRESSESS,BLUE44,80000,,,Main Department,PERLA 5201,BLUE44,1,40000,1
PERLA 5201,DRESSESS,BLUE42,80000,,,Main Department,PERLA 5201,BLUE42,1,40000,1
SUSLEN 2819,SHORT DRESS,BLUE40,80000,,,Main Department,SUSLEN 2819,BLUE40,1,40000,1
SUSLEN 2819,SHORT DRESS,BLUE36,80000,,,Main Department,SUSLEN 2819,BLUE36,1,40000,1
DSHE 6501 BL 36,SHORT DRESS,BLUE42,70000,,,Main Department,DSHE 6501 BL 36,BLUE42,1,35000,1
DSHE 6501 BL 36,SHORT DRESS,BLUE36,70000,,,Main Department,DSHE 6501 BL 36,BLUE36,1,35000,1
MISS DIAMOND 1104,SHORT DRESS,BLUE44,65000,,,Main Department,MISS DIAMOND 1104,BLUE44,1,32500,1
MISS DIAMOND 1104,SHORT DRESS,BLUE48,65000,,,Main Department,MISS DIAMOND 1104,BLUE48,1,32500,1
PRELS 1011,SHORT DRESS,BLUE48,100000,,,Main Department,PRELS 1011,BLUE48,1,50000,1
BIES&B8 7334,2 PIECES,BLUE38,115000,,,Main Department,BIES&B8 7334,BLUE38,1,57500,1
BIES&B8 7334,DRESSESS,BLUE46,70000,,,Main Department,BIES&B8 7334,BLUE46,1,35000,1
COCO LINE 9359,DRESSESS,BLUE48,700000,,,Main Department,COCO LINE 9359,BLUE48,1,350000,1
JUMPSUIT UNICHIC 142,DRESSESS,BLUE44,165000,,,Main Department,JUMPSUIT UNICHIC 142,BLUE44,1,82500,1
VALS 22198,SHORT DRESS,BLUE50,275000,,,Main Department,VALS 22198,BLUE50,1,137500,1
VALS 22198,SHORT DRESS,BLUE44,275000,,,Main Department,VALS 22198,BLUE44,1,137500,1
VALS 22198,SHORT DRESS,BLUE48,275000,,,Main Department,VALS 22198,BLUE48,1,137500,1
VALS 22198,SHORT DRESS,BLUE46,275000,,,Main Department,VALS 22198,BLUE46,1,137500,1
PERLE DONNA 9770,SHORT DRESS,BLUE40,135000,,,Main Department,PERLE DONNA 9770,BLUE40,1,67500,1
LAVIANA 8006,DRESSESS,GREY50,200000,,,Main Department,LAVIANA 8006,GREY50,1,100000,1
LAVIANA 8006,DRESSESS,GREY52,200000,,,Main Department,LAVIANA 8006,GREY52,1,100000,1
CONNECTONE10408 BL XL,SUITS,BLUEXL,235000,,,Main Department,CONNECTONE10408 BL XL,BLUEXL,1,117500,1
CONNECTONE10408 BL 3XL,SUITS,BLUE3XL,235000,,,Main Department,CONNECTONE10408 BL 3XL,BLUE3XL,1,117500,1
CONNECTONE10408 BL 4XL,SUITS,BLUE4XL,235000,,,Main Department,CONNECTONE10408 BL 4XL,BLUE4XL,1,117500,1
MAVELINO 1361,SUITS,BLUE50,235000,,,Main Department,MAVELINO 1361,BLUE50,1,117500,1
MAVELINO1361 BL 50,SUITS,BLUE46,235000,,,Main Department,MAVELINO1361 BL 50,BLUE46,1,117500,1
MAVELINO1361 BL 50,SUITS,BLUE42,235000,,,Main Department,MAVELINO1361 BL 50,BLUE42,1,117500,1
MAVELINO 1418,SUITS,BLUE50,320000,,,Main Department,MAVELINO 1418,BLUE50,1,160000,1
MAVELINO 1418,SUITS,BLUE44,320000,,,Main Department,MAVELINO 1418,BLUE44,1,160000,1
MAVELINO 1418,SUITS,BLUE46,320000,,,Main Department,MAVELINO 1418,BLUE46,1,160000,1
MAVELINO 1418,SUITS,BLUE42,320000,,,Main Department,MAVELINO 1418,BLUE42,1,160000,1
DEJAVU 8041,DRESSESS,BLUE46,195000,,,Main Department,DEJAVU 8041,BLUE46,1,97500,1
DEJAVU 8041,DRESSESS,BLUE48,195000,,,Main Department,DEJAVU 8041,BLUE48,1,97500,1
INCE 2968,DRESSESS,BURNT ORANGE44,150000,,,Main Department,INCE 2968,BURNT ORANGE44,1,75000,1
INCE 2968,DRESSESS,BURNT ORANGE46,150000,,,Main Department,INCE 2968,BURNT ORANGE46,1,75000,1
INCE 2968,DRESSESS,BURNT ORANGE50,150000,,,Main Department,INCE 2968,BURNT ORANGE50,1,75000,1
BELISSE 4401,DRESSESS,BLACK42,200000,,,Main Department,BELISSE 4401,BLACK42,1,100000,1
BELISSE 4401,DRESSESS,BLACK40,200000,,,Main Department,BELISSE 4401,BLACK40,1,100000,1
MY TENIM 2045,SHORT DRESS,LIGHT BLUE50,150000,,,Main Department,MY TENIM 2045,LIGHT BLUE50,1,75000,1
MY TENIM 2045,SHORT DRESS,LIGHT BLUE50,60000,,,Main Department,MY TENIM 2045,LIGHT BLUE50,1,30000,1
VIOL 7052,DRESSESS,BLACK40,200000,,,Main Department,VIOL 7052,BLACK40,1,100000,1
NORM 6537,DRESSESS,BLACK42,50000,,,Main Department,NORM 6537,BLACK42,1,25000,1
BELLA 21050,DRESSESS,BLACK40,150000,,,Main Department,BELLA 21050,BLACK40,1,75000,1
DRESS 1644,DRESSESS,LIGHT BLUE3,100000,,,Main Department,DRESS 1644,LIGHT BLUE3,1,50000,1
BERLIN FASHION 2326,DRESSES,DARK BLUE40,90000,,,Main Department,BERLIN FASHION 2326,DARK BLUE40,1,45000,1
OSHE 8001,DRESSESS,BLUE 36,80000,,,Main Department,OSHE 8001,BLUE 36,1,40000,1
VELVET 34732,SHORT DRESS,BLUE 42,60000,,,Main Department,VELVET 34732,BLUE 42,1,30000,1
VELVET 34732,SHORT DRESS,BLUE 44,60000,,,Main Department,VELVET 34732,BLUE 44,1,30000,1
BDR COMPANY 12809,DRESSES,BLACK40,200000,,,Main Department,BDR COMPANY 12809,BLACK40,1,100000,1
BDR COMPANY 12809,DRESSES,BLACK42,200000,,,Main Department,BDR COMPANY 12809,BLACK42,1,100000,1
BDR COMPANY 12809,DRESSES,BLACK38,200000,,,Main Department,BDR COMPANY 12809,BLACK38,1,100000,1
LIWA 0155,DRESSESS,BLACK48,250000,,,Main Department,LIWA 0155,BLACK48,1,125000,1
LAFILAZZI 4678,SHORT DRESS,DARK BLUE44,80000,,,Main Department,LAFILAZZI 4678,DARK BLUE44,1,40000,1
BNURCAN 2053,DRESSESS,BLACK40,140000,,,Main Department,BNURCAN 2053,BLACK40,1,70000,1
PIERE CARDIN 55084,DRESSESS,RED45,200000,,,Main Department,PIERE CARDIN 55084,RED45,1,100000,1
PIERE CARDIN 55084,DRESSESS,RED48,200000,,,Main Department,PIERE CARDIN 55084,RED48,1,100000,1
DRESSESS,DRESSESS,GREEN42,100000,,,Main Department,DRESSESS,GREEN42,1,50000,1
Clower 1607,DRESSESS,GREEN38,100000,,,Main Department,Clower 1607,GREEN38,1,50000,1
LIWA ABIYE 3030,DRESSESS,GREEN36,150000,,,Main Department,LIWA ABIYE 3030,GREEN36,1,75000,1
MAXXE 16150,DRESSESS,RED41,150000,,,Main Department,MAXXE 16150,RED41,1,75000,1
TALIHA 1612,DRESSESS,RED38,200000,,,Main Department,TALIHA 1612,RED38,1,100000,1
PALLO 00998,DRESSESS,RED46,100000,,,Main Department,PALLO 00998,RED46,1,50000,1
ELSA MODE 30099,DRESSESS,RED42,200000,,,Main Department,ELSA MODE 30099,RED42,1,100000,1
BULAVA 1993,DRESSESS,GREEN40,200000,,,Main Department,BULAVA 1993,GREEN40,1,100000,1
BELLABONA 1611,DRESSESS,GREEN40,200000,,,Main Department,BELLABONA 1611,GREEN40,1,100000,1
MAXXE 1606,DRESSESS,GREEN3,150000,,,Main Department,MAXXE 1606,GREEN3,1,75000,1
PINK TOUCH 5050,DRESSESS,BLACK44,150000,,,Main Department,PINK TOUCH 5050,BLACK44,1,75000,1
DRESS 9855,DRESSESS,LIGHT BLUE42,200000,,,Main Department,DRESS 9855,LIGHT BLUE42,1,100000,1
ROSSA 2005,DRESSESS,LIGHT BLUE36,200000,,,Main Department,ROSSA 2005,LIGHT BLUE36,1,100000,1
ROSSA 2005,DRESSESS,LIGHT BLUE38,200000,,,Main Department,ROSSA 2005,LIGHT BLUE38,1,100000,1
SATEN 4949,DRESSESS,RED42,220000,,,Main Department,SATEN 4949,RED42,1,110000,1
ELSA MODE 2906,DRESSESS,BLUE 42,200000,,,Main Department,ELSA MODE 2906,BLUE 42,1,100000,1
ELSA MODE 2906,DRESSESS,BLUE 38,200000,,,Main Department,ELSA MODE 2906,BLUE 38,1,100000,1
ELSA MODE 2906,DRESSESS,BLUE 40,200000,,,Main Department,ELSA MODE 2906,BLUE 40,1,100000,1
GUNBEY 4161,DRESSESS,BLUE 42,70000,,,Main Department,GUNBEY 4161,BLUE 42,1,35000,1
E15 ,CLUTCH,BLUE E15 ,75000,,,Main Department,E15 ,BLUE E15 ,1,37500,1
AYN 625,CLUTCH,BLUEAYN 625,75000,,,Main Department,AYN 625,BLUEAYN 625,1,37500,1
AYN 3047,CLUTCH,BLUEAYN 3047,48000,,,Main Department,AYN 3047,BLUEAYN 3047,1,24000,1
J 9384 ,CLUTCH,BLUEJ 9384 ,65000,,,Main Department,J 9384 ,BLUEJ 9384 ,1,32500,1
J 9384 ,CLUTCH,BLUEJ 9384 ,65000,,,Main Department,J 9384 ,BLUEJ 9384 ,1,32500,1
J 369 ,CLUTCH,BLUE J 369 ,58000,,,Main Department,J 369 ,BLUE J 369 ,1,29000,1
J232 ,CLUTCH,BLUEJ232 ,65000,,,Main Department,J232 ,BLUEJ232 ,1,32500,1
J232 ,CLUTCH,BLUEJ232 ,65000,,,Main Department,J232 ,BLUEJ232 ,1,32500,1
J050 J,CLUTCH,BLUEJ050 J,65000,,,Main Department,J050 J,BLUEJ050 J,1,32500,1
999,CLUTCH,BLUE999,48000,,,Main Department,999,BLUE999,1,24000,1
T202 ,CLUTCH,BLUET202 ,65000,,,Main Department,T202 ,BLUET202 ,1,32500,1
565,CLUTCH,BLUE 565,48000,,,Main Department,565,BLUE 565,1,24000,1
MY 14,CLUTCH,BLUEMY 14,65000,,,Main Department,MY 14,BLUEMY 14,1,32500,1
J311 ,CLUTCH,BLUEJ311 ,58000,,,Main Department,J311 ,BLUEJ311 ,1,29000,1
J311 ,CLUTCH,BLUEJ311 ,58000,,,Main Department,J311 ,BLUEJ311 ,1,29000,1
DEJAVU 2122,DRESSES,BLUE46,195000,,,Main Department,DEJAVU 2122,BLUE46,1,97500,1
DEJAVU 2122,DRESSES,BLUE44,195000,,,Main Department,DEJAVU 2122,BLUE44,1,97500,1
DEJAVU 2122,DRESSES,BLUE48,195000,,,Main Department,DEJAVU 2122,BLUE48,1,97500,1
DEJAVU 2122,DRESSES,BLUE42,195000,,,Main Department,DEJAVU 2122,BLUE42,1,97500,1
FUMEE 0332,DRESSESS,MAROON48,495000,,,Main Department,FUMEE 0332,MAROON48,1,247500,1
FUMEE Maron 0705 48,DRESSESS,MAROON48,285000,,,Main Department,FUMEE Maron 0705 48,MAROON48,1,142500,1
FUMEE Maron 0705 46,DRESSESS,MAROON46,285000,,,Main Department,FUMEE Maron 0705 46,MAROON46,1,142500,1
FUMEE Maron 8722 38,DRESSESS,MAROON38,330000,,,Main Department,FUMEE Maron 8722 38,MAROON38,1,165000,1
FUMEE Maron 8722 40,DRESSESS,MAROON40,330000,,,Main Department,FUMEE Maron 8722 40,MAROON40,1,165000,1
ROBIL 4947,LONG DRESS,MAROON48,450000,,,Main Department,ROBIL 4947,MAROON48,1,225000,1
ROBIL 4947,LONG DRESS,MAROON50,450000,,,Main Department,ROBIL 4947,MAROON50,1,225000,1
ROBIL 4947,LONG DRESS,MAROON52,450000,,,Main Department,ROBIL 4947,MAROON52,1,225000,1
JALUZZZ 5018,DRESSESS,MAROON52,440000,,,Main Department,JALUZZZ 5018,MAROON52,1,220000,1
LEGANDA 23213,DRESSESS,MAROON48,530000,,,Main Department,LEGANDA 23213,MAROON48,1,265000,1
SWORD STONE 2095,DRESSESS,MAROON50,385000,,,Main Department,SWORD STONE 2095,MAROON50,1,192500,1
SWORD STONE 2095,DRESSESS,MAROON48,385000,,,Main Department,SWORD STONE 2095,MAROON48,1,192500,1
SWORD STONE 2095,DRESSESS,MAROON52,385000,,,Main Department,SWORD STONE 2095,MAROON52,1,192500,1
ILMIO 2941,DRESSESS,MAROON44,370000,,,Main Department,ILMIO 2941,MAROON44,1,185000,1
IVY 1364,DRESSESS,MAROON46,400000,,,Main Department,IVY 1364,MAROON46,1,200000,1
SNOW DROP 1140,DRESSESS,MAROON60,450000,,,Main Department,SNOW DROP 1140,MAROON60,1,225000,1
SNOW DROP 1140,DRESSESS,MAROON56,450000,,,Main Department,SNOW DROP 1140,MAROON56,1,225000,1
SNOW DROP 1140,DRESSESS,MAROON58,450000,,,Main Department,SNOW DROP 1140,MAROON58,1,225000,1
SNOW DROP 1140,DRESSESS,MAROON52,450000,,,Main Department,SNOW DROP 1140,MAROON52,1,225000,1
SNOW DROP 1140,DRESSESS,MAROON50,450000,,,Main Department,SNOW DROP 1140,MAROON50,1,225000,1
DELAL 9607,DRESSESS,MAROON50,350000,,,Main Department,DELAL 9607,MAROON50,1,175000,1
LEONESSA 3815,DRESSESS,MAROON40,350000,,,Main Department,LEONESSA 3815,MAROON40,1,175000,1
IVY 1220,DRESSESS,MAROON40,295000,,,Main Department,IVY 1220,MAROON40,1,147500,1
DONNA MIRANDA 52040,DRESSESS,MAROON48,295000,,,Main Department,DONNA MIRANDA 52040,MAROON48,1,147500,1
DIMELO 2138,LONG DRESS,MAROON62,580000,,,Main Department,DIMELO 2138,MAROON62,1,290000,1
DIMELO 2138,LONG DRESS,MAROON60,580000,,,Main Department,DIMELO 2138,MAROON60,1,290000,1
EXITLINE 4361,2 PIECES,MAROON50,275000,,,Main Department,EXITLINE 4361,MAROON50,1,137500,1
EXTILINE 9010,2 PIECES,MAROON52,200000,,,Main Department,EXTILINE 9010,MAROON52,1,100000,1
EXTILINE 9010,2 PIECES,MAROON56,200000,,,Main Department,EXTILINE 9010,MAROON56,1,100000,1
EXTILINE 9010,2 PIECES,MAROON54,200000,,,Main Department,EXTILINE 9010,MAROON54,1,100000,1
EXTILINE 9010,2 PIECES,MAROON50,200000,,,Main Department,EXTILINE 9010,MAROON50,1,100000,1
EXTILINE 4075,2 PIECES,MAROON46,200000,,,Main Department,EXTILINE 4075,MAROON46,1,100000,1
EXTILINE 4075,2 PIECES,MAROON48,200000,,,Main Department,EXTILINE 4075,MAROON48,1,100000,1
ONCU3613,SHORT DRESS,MAROON18,165000,,,Main Department,ONCU3613,MAROON18,1,82500,1
CHILLA 80869,SHORT DRESS,MAROON40,195000,,,Main Department,CHILLA 80869,MAROON40,1,97500,1
GUMANIZE 2024,SHORT DRESS,MAROON52,345000,,,Main Department,GUMANIZE 2024,MAROON52,1,172500,1
LAVIN 9551,SHORT DRESS,MAROON44,235000,,,Main Department,LAVIN 9551,MAROON44,1,117500,1
LAVIN 9551,SHORT DRESS,MAROON46,235000,,,Main Department,LAVIN 9551,MAROON46,1,117500,1
LAVIN 9551,SHORT DRESS,MAROON48,235000,,,Main Department,LAVIN 9551,MAROON48,1,117500,1
MY TENIM 4568,SHORT DRESS,MAROON52,175000,,,Main Department,MY TENIM 4568,MAROON52,1,87500,1
LADY MORGANA 6157,SHORT DRESS,MAROON46,175000,,,Main Department,LADY MORGANA 6157,MAROON46,1,87500,1
LADY MORGANA 6157,SHORT DRESS,MAROON48,175000,,,Main Department,LADY MORGANA 6157,MAROON48,1,87500,1
LADY MORGANA 6157,SHORT DRESS,MAROON44,175000,,,Main Department,LADY MORGANA 6157,MAROON44,1,87500,1
LADY MORGANA 6157,SHORT DRESS,MAROON50,175000,,,Main Department,LADY MORGANA 6157,MAROON50,1,87500,1
Elegant Line 617627,SHORT DRESS,MAROON48,175000,,,Main Department,Elegant Line 617627,MAROON48,1,87500,1
Elegant Line 617627,SHORT DRESS,MAROON52,175000,,,Main Department,Elegant Line 617627,MAROON52,1,87500,1
LHOTSE 7405,SHORT DRESS,MAROON40,195000,,,Main Department,LHOTSE 7405,MAROON40,1,97500,1
RIVER & RAIN 3025,DRESSESS,MAROON40,100000,,,Main Department,RIVER & RAIN 3025,MAROON40,1,50000,1
LADY MORGANA 6151,DRESSESS,MAROON46,100000,,,Main Department,LADY MORGANA 6151,MAROON46,1,50000,1
LADY MORGANA 6151,DRESSESS,MAROON46,100000,,,Main Department,LADY MORGANA 6151,MAROON46,1,50000,1
LADY MORGANA 6151,DRESSESS,MAROON52,100000,,,Main Department,LADY MORGANA 6151,MAROON52,1,50000,1
REGARD 6962,SHORT DRESS,MAROON46,100000,,,Main Department,REGARD 6962,MAROON46,1,50000,1
REGARD 6962,SHORT DRESS,MAROON50,100000,,,Main Department,REGARD 6962,MAROON50,1,50000,1
EXPLOSION00342,SHORT DRESS,RED38,80000,,,Main Department,EXPLOSION00342,RED38,1,40000,1
EXPLOSION00342,SHORT DRESS,RED40,80000,,,Main Department,EXPLOSION00342,RED40,1,40000,1
RIVER RAIN3025,SHORT DRESS,RED42,100000,,,Main Department,RIVER RAIN3025,RED42,1,50000,1
ELYSION 7108,SHORT DRESS,MAROON42,120000,,,Main Department,ELYSION 7108,MAROON42,1,60000,1
KASNAK 8678 38,DRESSES,MAROON38,450000,,,Main Department,KASNAK 8678 38,MAROON38,1,225000,1
KASNAK 8678 40,DRESSES,MAROON40,450000,,,Main Department,KASNAK 8678 40,MAROON40,1,225000,1
KASNAK 8678 42,DRESSES,MAROON42,450000,,,Main Department,KASNAK 8678 42,MAROON42,1,225000,1
SKIRT 2299,SKIRTS,MAROONS,50000,,,Main Department,SKIRT 2299,MAROONS,1,25000,1
SKIRT 2299,SKIRTS,MAROONM,50000,,,Main Department,SKIRT 2299,MAROONM,1,25000,1
SKIRT 2299,SKIRTS,MAROONM,50000,,,Main Department,SKIRT 2299,MAROONM,1,25000,1
FIGURE 1741,SHORT DRESS,MAROON40,250000,,,Main Department,FIGURE 1741,MAROON40,1,125000,1
FIGURE 1741,SHORT DRESS,MAROON42,250000,,,Main Department,FIGURE 1741,MAROON42,1,125000,1
FOR COSTUME 9218,DRESSESS,MAROON40,540000,,,Main Department,FOR COSTUME 9218,MAROON40,1,270000,1
LADONAZELA 44059,DRESSESS,MAROON46,365000,,,Main Department,LADONAZELA 44059,MAROON46,1,182500,1
FUMEE 0332,DRESSESS,MAROON48,495000,,,Main Department,FUMEE 0332,MAROON48,1,247500,1
ALBEA 7005,DRESSESS,MAROON50,300000,,,Main Department,ALBEA 7005,MAROON50,1,150000,1
DIMELLO 2122,DRESSESS,MAROON44,480000,,,Main Department,DIMELLO 2122,MAROON44,1,240000,1
FOR COSTUME 6362,DRESSESS,MAROON48,250000,,,Main Department,FOR COSTUME 6362,MAROON48,1,125000,1
DIMELO 2138,LONG DRESS,MAROON58,580000,,,Main Department,DIMELO 2138,MAROON58,1,290000,1
INSET 3077,LONG DRESS,MAROON38,550000,,,Main Department,INSET 3077,MAROON38,1,275000,1
FAVANA OR 3203,LONG DRESS,MAROON54,600000,,,Main Department,FAVANA OR 3203,MAROON54,1,300000,1
FUMEE 0332,DRESSESS,MAROON58,495000,,,Main Department,FUMEE 0332,MAROON58,1,247500,1
FUMEE 0332,DRESSESS,MAROON60,495000,,,Main Department,FUMEE 0332,MAROON60,1,247500,1
FUMEE 0332,DRESSESS,MAROON62,495000,,,Main Department,FUMEE 0332,MAROON62,1,247500,1
FUMEE 0332,DRESSESS,MAROON64,495000,,,Main Department,FUMEE 0332,MAROON64,1,247500,1
ALBEA 7005,DRESSESS,MAROON54,300000,,,Main Department,ALBEA 7005,MAROON54,1,150000,1
ALBEA 7005,DRESSESS,MAROON52,300000,,,Main Department,ALBEA 7005,MAROON52,1,150000,1
DIMELLO 2122,DRESSESS,MAROON50,480000,,,Main Department,DIMELLO 2122,MAROON50,1,240000,1
DIMELLO 2122,DRESSESS,MAROON48,480000,,,Main Department,DIMELLO 2122,MAROON48,1,240000,1
FOR COSTUME 6362,DRESSESS,MAROON46,250000,,,Main Department,FOR COSTUME 6362,MAROON46,1,125000,1
DIMELO 2138,LONG DRESS,MAROON60,580000,,,Main Department,DIMELO 2138,MAROON60,1,290000,1
INSET 3077,LONG DRESS,MAROON40,550000,,,Main Department,INSET 3077,MAROON40,1,275000,1
FAVANA OR 3203,LONG DRESS,MAROON50,600000,,,Main Department,FAVANA OR 3203,MAROON50,1,300000,1
FAVANA OR 3203,LONG DRESS,MAROON52,600000,,,Main Department,FAVANA OR 3203,MAROON52,1,300000,1
PANSY FASHIO 422,LONG DRESS,MAROON46,520000,,,Main Department,PANSY FASHIO 422,MAROON46,1,260000,1
ELISHA 3281,LONG DRESS,MAROON44,330000,,,Main Department,ELISHA 3281,MAROON44,1,165000,1
HVIT VERA 281,LONG DRESS,MAROON50,300000,,,Main Department,HVIT VERA 281,MAROON50,1,150000,1
BREEZE 5555,LONG DRESS,MAROON46,800000,,,Main Department,BREEZE 5555,MAROON46,1,400000,1
ASL 1003,LONG DRESS,MAROON42,370000,,,Main Department,ASL 1003,MAROON42,1,185000,1
ALIN 1258,LONG DRESS,MAROON48,300000,,,Main Department,ALIN 1258,MAROON48,1,150000,1
ALIN 1258,LONG DRESS,MAROON50,300000,,,Main Department,ALIN 1258,MAROON50,1,150000,1
POP LINE VIP 3308,LONG DRESS,MAROON48,430000,,,Main Department,POP LINE VIP 3308,MAROON48,1,215000,1
CORDELIA 4909,LONG DRESS,MAROON38,330000,,,Main Department,CORDELIA 4909,MAROON38,1,165000,1
ROSTAN 7413,LONG DRESS,MAROON40,485000,,,Main Department,ROSTAN 7413,MAROON40,1,242500,1
PANSY FASHIO 422,LONG DRESS,MAROON44,520000,,,Main Department,PANSY FASHIO 422,MAROON44,1,260000,1
PANSY FASHIO 422,LONG DRESS,MAROON48,520000,,,Main Department,PANSY FASHIO 422,MAROON48,1,260000,1
ELISHA 3281,LONG DRESS,MAROON50,330000,,,Main Department,ELISHA 3281,MAROON50,1,165000,1
ELISHA 3281,LONG DRESS,MAROON46,330000,,,Main Department,ELISHA 3281,MAROON46,1,165000,1
ELISHA 3281,LONG DRESS,MAROON48,330000,,,Main Department,ELISHA 3281,MAROON48,1,165000,1
BREEZE 5555,LONG DRESS,MAROON48,800000,,,Main Department,BREEZE 5555,MAROON48,1,400000,1
ASL 1003,LONG DRESS,MAROON44,370000,,,Main Department,ASL 1003,MAROON44,1,185000,1
ASL 1003,LONG DRESS,MAROON40,370000,,,Main Department,ASL 1003,MAROON40,1,185000,1
POP LINE VIP 3308,LONG DRESS,MAROON46,430000,,,Main Department,POP LINE VIP 3308,MAROON46,1,215000,1
POP LINE VIP 3308,LONG DRESS,MAROON44,430000,,,Main Department,POP LINE VIP 3308,MAROON44,1,215000,1
CORDELIA 4909,LONG DRESS,MAROON40,330000,,,Main Department,CORDELIA 4909,MAROON40,1,165000,1
CORDELIA 4909,LONG DRESS,MAROON42,330000,,,Main Department,CORDELIA 4909,MAROON42,1,165000,1
MAXVELLA 1888,DRESSESS,MAROONL,890000,,,Main Department,MAXVELLA 1888,MAROONL,1,445000,1
REKSA STYLE 2031,SUITS,BLACK46,350000,,,Main Department,REKSA STYLE 2031,BLACK46,1,175000,1
LEONOSSA 5257D,DRESSESS,BLACK44,470000,,,Main Department,LEONOSSA 5257D,BLACK44,1,235000,1
LEONOSSA 5257D,DRESSESS,BLACK46,470000,,,Main Department,LEONOSSA 5257D,BLACK46,1,235000,1
LEONOSSA 5257D,DRESSESS,BLACK48,470000,,,Main Department,LEONOSSA 5257D,BLACK48,1,235000,1
KADELLI 53690,SUITS,DARK BLUE46,350000,,,Main Department,KADELLI 53690,DARK BLUE46,1,175000,1
FAVANA 3025,DRESSESS,BLACK46,470000,,,Main Department,FAVANA 3025,BLACK46,1,235000,1
VOYANT 790105,DRESSESS,BLACK48,600000,,,Main Department,VOYANT 790105,BLACK48,1,300000,1
ASL 1003,DRESSESS,BLACK40,370000,,,Main Department,ASL 1003,BLACK40,1,185000,1
ASL 1003,DRESSESS,BLACK38,370000,,,Main Department,ASL 1003,BLACK38,1,185000,1
ASL 1003,DRESSESS,BLACK44,370000,,,Main Department,ASL 1003,BLACK44,1,185000,1
LEONESSA 5244,DRESSESS,BLACK46,400000,,,Main Department,LEONESSA 5244,BLACK46,1,200000,1
LEONESSA 5244,DRESSESS,BLACK50,400000,,,Main Department,LEONESSA 5244,BLACK50,1,200000,1
LEONESSA 5244,DRESSESS,BLACK48,400000,,,Main Department,LEONESSA 5244,BLACK48,1,200000,1
ADM 20167,LONG DRESSS,BLACK52,530000,,,Main Department,ADM 20167,BLACK52,1,265000,1
ADM 20167,LONG DRESSS,BLACK58,530000,,,Main Department,ADM 20167,BLACK58,1,265000,1
ONESTA 2350,LONG DRESS,BLACK6,430000,,,Main Department,ONESTA 2350,BLACK6,1,215000,1
ROBIR 4947,LONG DRESS,BLACK52,460000,,,Main Department,ROBIR 4947,BLACK52,1,230000,1
ROBIR 4947,LONG DRESS,BLACK46,450000,,,Main Department,ROBIR 4947,BLACK46,1,225000,1
ROBIR 4947,LONG DRESS,BLACK50,450000,,,Main Department,ROBIR 4947,BLACK50,1,225000,1
JALUZZZ 3175,LONG DRESS,BLACK38,480000,,,Main Department,JALUZZZ 3175,BLACK38,1,240000,1
FOR COSTUME 9553,DRESSESS,BLACK44,450000,,,Main Department,FOR COSTUME 9553,BLACK44,1,225000,1
FOR COSTUME 9553,DRESSESS,BLUE 42,330000,,,Main Department,FOR COSTUME 9553,BLUE 42,1,165000,1
FOR COSTUME 9553,DRESSESS,BLACK42,450000,,,Main Department,FOR COSTUME 9553,BLACK42,1,225000,1
FOR COSTUME 9553,DRESSESS,BLACK40,450000,,,Main Department,FOR COSTUME 9553,BLACK40,1,225000,1
FOR COSTUME 9553,DRESSESS,BLACK38,450000,,,Main Department,FOR COSTUME 9553,BLACK38,1,225000,1
ELYSION 1407,DRESSESS,BLACK44,480000,,,Main Department,ELYSION 1407,BLACK44,1,240000,1
ELYSION 1407,DRESSESS,BLACK46,480000,,,Main Department,ELYSION 1407,BLACK46,1,240000,1
ELYSION 1407,DRESSESS,BLACK38,480000,,,Main Department,ELYSION 1407,BLACK38,1,240000,1
ELYSION 1407,DRESSESS,BLACK40,480000,,,Main Department,ELYSION 1407,BLACK40,1,240000,1
ABIYE 33039,DRESSESS,BLACK44,550000,,,Main Department,ABIYE 33039,BLACK44,1,275000,1
ABIYE 33039,DRESSESS,BLACK46,550000,,,Main Department,ABIYE 33039,BLACK46,1,275000,1
FOR COSTUME 8678,DRESSESS,BLACK42,580000,,,Main Department,FOR COSTUME 8678,BLACK42,1,290000,1
FOR COSTUME 9052 ,DRESSESS,BLACK38,330000,,,Main Department,FOR COSTUME 9052 ,BLACK38,1,165000,1
FOR COSTUME 9047,DRESSESS,BLACK38,300000,,,Main Department,FOR COSTUME 9047,BLACK38,1,150000,1
FOR COSTUME 9047,DRESSESS,BLACK42,300000,,,Main Department,FOR COSTUME 9047,BLACK42,1,150000,1
FOR COSTUME 9047,DRESSESS,BLACK40,300000,,,Main Department,FOR COSTUME 9047,BLACK40,1,150000,1
MIYAMOR 6354,DRESSESS,BLACK46,350000,,,Main Department,MIYAMOR 6354,BLACK46,1,175000,1
MIYAMOR 6354,DRESSESS,BLACK50,350000,,,Main Department,MIYAMOR 6354,BLACK50,1,175000,1
